lat,long
44.9,-44.8
22.4,-66.8
22.7,-67.8
23.2,-68.7
24.0,-69.4
24.9,-70.0
25.8,-70.6
26.8,-71.2
27.7,-71.6
28.5,-71.9
29.2,-72.1
29.7,-72.2
30.2,-72.3
30.8,-72.3
31.5,-72.3
32.3,-72.1
33.2,-71.8
34.2,-71.0
35.4,-69.5
36.8,-67.1
38.2,-64.1
39.4,-60.4
40.7,-56.2
42.2,-52.0
44.0,-48.0
45.9,-44.3
47.7,-40.5
48.8,-37.8
50.5,-36.5
19.4,-92.4
19.8,-92.7
20.4,-93.0
21.0,-93.2
21.7,-93.3
22.6,-93.4
23.5,-93.5
24.2,-93.3
24.6,-93.1
25.0,-92.8
25.8,-93.1
26.5,-93.4
27.3,-94.0
28.1,-94.6
28.6,-94.8
29.1,-95.0
29.2,-95.0
30.4,-94.9
32.0,-94.5
33.8,-93.8
23.7,-78.7
24.2,-78.9
25.2,-79.2
26.4,-79.7
27.0,-80.2
27.3,-80.5
27.7,-81.1
28.4,-81.8
28.8,-82.6
29.0,-82.9
29.2,-83.3
29.8,-83.3
30.4,-83.2
30.7,-83.4
31.3,-83.7
31.8,-83.9
32.4,-84.0
33.0,-84.0
33.5,-83.9
33.8,-83.6
33.9,-83.0
33.8,-82.4
10.6,-50.6
10.8,-52.1
11.0,-53.8
11.3,-55.7
11.7,-57.7
12.5,-59.5
13.1,-60.2
13.8,-62.0
14.2,-64.0
14.5,-66.0
36.2,-46.1
36.2,-46.1
36.0,-46.3
36.5,-46.3
37.1,-46.3
38.1,-45.9
39.3,-44.7
41.0,-43.5
21.1,-50.0
22.2,-50.3
23.3,-50.6
24.2,-50.6
24.9,-50.4
25.6,-49.7
26.2,-49.0
26.7,-48.2
27.1,-47.5
27.2,-46.8
27.3,-46.0
27.3,-45.0
27.5,-43.9
27.7,-43.6
28.1,-43.5
28.1,-43.5
28.1,-43.7
28.1,-43.9
28.6,-43.4
29.0,-42.9
29.4,-42.4
30.1,-41.7
30.8,-40.6
31.5,-39.3
32.5,-38.0
33.1,-36.6
33.7,-35.0
34.2,-33.7
34.5,-32.7
35.0,-31.7
35.9,-30.7
36.7,-29.8
38.0,-28.9
12.6,-42.6
12.8,-43.5
13.0,-44.4
13.3,-45.4
13.6,-46.3
14.0,-47.4
14.4,-48.6
14.8,-49.9
15.2,-51.2
15.8,-52.5
16.5,-53.8
17.2,-55.2
17.7,-56.6
18.1,-58.1
18.5,-59.7
19.2,-61.2
20.1,-62.4
21.0,-63.5
21.7,-64.5
22.5,-65.5
23.6,-66.1
24.5,-66.5
25.4,-66.6
26.3,-66.8
27.0,-67.2
27.4,-67.7
27.7,-68.0
28.2,-68.3
28.9,-68.6
29.7,-68.9
30.5,-69.1
30.9,-69.1
31.3,-68.9
31.6,-68.4
31.8,-67.4
32.0,-66.1
32.3,-64.9
32.9,-63.8
33.6,-62.9
34.1,-62.2
34.6,-61.4
35.0,-60.5
35.3,-59.4
35.3,-58.7
35.1,-58.3
13.1,-41.0
13.3,-42.2
13.7,-43.4
14.4,-44.5
14.9,-45.3
15.7,-46.6
16.3,-47.7
17.0,-48.7
17.5,-49.5
18.2,-50.5
19.2,-51.3
20.0,-52.1
20.8,-53.1
22.6,-52.8
23.8,-52.5
25.1,-51.9
26.1,-50.5
27.1,-49.1
28.3,-47.8
29.6,-46.0
30.5,-44.5
32.0,-42.0
34.0,-75.0
33.6,-73.8
33.0,-72.7
32.1,-71.9
31.2,-71.8
30.7,-72.2
30.5,-72.8
30.3,-73.4
30.1,-74.0
29.8,-74.6
29.6,-75.2
29.3,-75.6
29.1,-75.8
28.8,-76.0
28.6,-75.8
28.8,-75.4
29.1,-74.8
29.6,-74.2
30.2,-73.6
30.8,-73.0
31.3,-72.2
31.9,-71.2
32.7,-70.2
33.7,-69.2
34.7,-68.3
35.7,-67.5
36.6,-67.0
37.5,-66.5
38.3,-65.9
39.0,-65.3
39.6,-64.5
40.3,-63.7
41.1,-62.7
42.4,-61.5
44.2,-60.5
46.0,-60.0
48.4,-60.0
9.8,-34.0
10.2,-36.3
11.0,-39.0
12.0,-41.2
12.7,-43.9
13.1,-46.6
13.7,-48.7
14.2,-51.0
14.9,-52.9
15.6,-54.8
16.4,-56.9
16.5,-58.4
17.0,-60.1
17.5,-61.8
18.0,-63.5
18.6,-64.9
19.4,-66.1
20.3,-67.7
21.4,-69.4
22.5,-71.1
23.6,-72.6
24.5,-74.0
25.4,-75.3
26.4,-75.8
27.5,-76.4
28.3,-76.8
29.2,-77.5
30.0,-78.0
30.7,-78.3
31.2,-78.6
32.2,-78.4
33.6,-78.1
34.3,-77.8
35.0,-77.6
36.7,-77.0
38.3,-76.1
40.2,-74.5
42.1,-71.9
44.1,-69.0
46.0,-66.0
47.0,-62.0
48.0,-57.0
49.0,-52.0
51.0,-47.0
54.0,-44.0
57.5,-42.5
58.5,-42.5
59.5,-42.0
59.8,-41.0
60.0,-40.0
60.5,-39.0
29.0,-88.5
29.3,-89.2
29.4,-89.2
29.4,-89.3
29.6,-89.7
30.5,-90.1
30.9,-90.6
30.9,-91.0
30.8,-91.4
30.6,-91.5
30.3,-91.6
30.0,-91.7
29.7,-92.2
29.4,-92.7
29.0,-93.2
28.6,-93.8
28.2,-94.4
27.7,-95.3
26.9,-96.1
27.0,-96.6
27.2,-97.1
27.3,-97.4
27.5,-97.7
12.7,-22.9
13.1,-24.0
13.2,-25.2
13.4,-26.5
14.0,-27.8
14.8,-29.2
15.4,-30.8
15.8,-32.6
16.3,-34.4
16.4,-36.4
16.6,-38.4
16.8,-40.3
17.0,-42.3
17.6,-44.3
18.4,-46.2
18.8,-47.9
19.1,-49.4
19.4,-50.7
19.9,-51.6
20.3,-51.9
20.6,-52.2
21.1,-52.9
21.8,-53.5
22.4,-54.4
22.7,-55.2
23.2,-56.1
23.8,-57.0
24.5,-57.8
25.2,-58.6
25.7,-59.1
26.3,-59.8
26.9,-60.5
27.4,-61.0
27.8,-61.5
28.3,-61.8
28.8,-62.1
29.3,-62.3
29.5,-62.5
29.7,-62.5
29.9,-62.5
29.9,-62.4
29.8,-62.5
29.9,-62.7
30.1,-62.9
30.5,-63.1
31.0,-63.5
31.6,-63.8
32.5,-64.1
33.5,-63.8
34.3,-63.5
35.3,-63.0
36.2,-62.5
36.7,-61.8
36.8,-61.3
36.8,-60.9
36.3,-60.7
35.7,-60.3
34.9,-59.7
34.3,-58.9
33.9,-57.8
33.7,-56.0
34.4,-54.4
35.5,-53.0
36.9,-51.5
38.6,-49.7
40.4,-48.0
42.1,-46.3
43.7,-44.3
45.3,-42.4
47.6,-40.0
50.0,-37.0
53.0,-34.0
55.1,-31.0
58.5,-27.0
9.6,-37.1
9.5,-38.6
9.5,-40.1
9.6,-41.5
9.7,-43.0
9.8,-44.7
10.0,-46.4
10.4,-48.0
10.7,-49.7
11.0,-51.4
11.5,-53.1
12.2,-54.6
13.0,-56.2
13.8,-58.1
14.5,-60.3
15.2,-62.3
15.9,-64.1
16.7,-65.9
17.9,-67.6
19.2,-69.0
20.3,-70.4
21.4,-71.6
21.8,-71.9
22.7,-72.5
24.1,-73.1
25.4,-73.5
26.8,-73.6
28.5,-73.6
30.5,-73.4
32.5,-73.2
34.2,-72.7
35.5,-71.2
36.8,-69.3
38.1,-66.9
39.4,-64.1
40.8,-61.3
42.1,-58.4
43.4,-55.6
44.6,-52.5
46.0,-49.5
47.4,-46.6
47.9,-43.0
47.5,-39.4
46.9,-34.9
47.0,-29.0
47.1,-22.0
47.5,-15.0
31.5,-78.8
32.6,-79.5
32.9,-79.7
33.7,-80.1
34.9,-80.7
37.1,-81.1
39.9,-80.6
26.8,-68.7
26.9,-68.6
27.0,-68.5
27.1,-68.6
27.2,-68.8
27.4,-69.0
27.6,-69.3
27.7,-69.7
27.4,-70.0
26.9,-70.1
26.5,-70.3
26.2,-70.5
26.0,-70.8
25.8,-71.3
25.4,-71.8
24.9,-72.2
24.4,-72.5
23.9,-72.9
23.5,-73.3
23.1,-73.7
23.0,-74.2
22.9,-74.4
23.0,-74.7
23.4,-74.8
23.6,-74.8
23.8,-74.7
24.1,-74.5
24.3,-74.3
24.8,-73.6
25.4,-72.6
26.3,-71.0
27.4,-69.5
28.9,-68.3
30.4,-67.2
31.6,-66.5
32.6,-66.0
33.6,-65.6
34.4,-65.2
35.3,-64.5
36.2,-63.6
37.0,-62.3
37.9,-60.4
38.8,-58.0
39.6,-54.9
40.3,-51.5
41.0,-47.5
41.5,-43.3
41.9,-39.1
42.4,-35.0
43.0,-31.0
43.5,-27.3
43.9,-24.1
44.1,-21.9
44.2,-19.9
44.1,-18.2
43.8,-16.4
43.4,-15.0
43.1,-13.9
42.8,-12.9
42.5,-12.0
42.2,-11.3
41.8,-10.8
41.2,-10.5
40.4,-10.2
39.8,-9.7
39.5,-9.1
39.1,-8.8
38.6,-8.9
38.0,-9.1
37.3,-9.2
36.6,-9.1
36.0,-9.0
35.5,-8.7
35.1,-8.4
35.0,-8.0
35.2,-7.7
15.6,-38.0
15.9,-39.4
16.3,-40.8
16.8,-42.1
17.3,-43.7
17.5,-45.7
17.7,-48.1
17.8,-50.3
17.9,-52.4
18.0,-54.5
18.6,-56.9
19.7,-59.0
21.0,-61.0
22.1,-62.3
23.4,-63.6
24.8,-64.8
26.1,-65.8
27.5,-67.0
28.5,-68.6
29.0,-69.4
29.7,-70.0
30.6,-70.0
31.7,-69.6
32.9,-69.1
34.4,-67.9
35.9,-65.9
37.3,-63.7
38.6,-61.5
40.2,-59.0
42.9,-55.1
45.6,-51.1
48.0,-46.9
9.7,-25.1
9.8,-26.5
10.0,-28.1
10.3,-29.7
10.6,-31.3
11.0,-32.9
11.3,-34.6
11.7,-36.3
12.0,-38.1
12.3,-40.0
12.5,-42.0
12.8,-43.9
13.1,-45.7
13.5,-47.4
13.9,-49.0
14.4,-50.6
14.9,-52.0
15.4,-53.5
15.7,-54.9
16.0,-56.3
16.2,-57.7
16.4,-59.2
16.7,-60.6
17.0,-61.7
17.1,-62.1
17.2,-62.6
17.4,-63.6
17.8,-65.0
18.1,-65.8
18.2,-66.3
18.0,-67.4
18.2,-68.5
18.2,-68.7
18.6,-69.7
18.8,-70.8
19.0,-72.1
19.3,-73.3
19.8,-74.3
20.1,-74.5
20.5,-74.9
20.8,-76.0
21.3,-77.2
21.9,-78.0
22.7,-79.0
23.4,-80.2
23.9,-81.3
24.5,-81.8
24.6,-82.4
24.8,-83.3
25.2,-84.2
25.7,-85.1
26.2,-85.9
27.0,-86.5
27.6,-87.2
28.2,-87.8
28.8,-88.3
29.3,-88.5
29.8,-88.7
30.4,-88.9
30.4,-88.9
30.6,-88.9
30.6,-89.0
30.6,-88.4
31.0,-88.1
30.9,-87.5
30.8,-86.9
30.7,-86.3
30.7,-85.4
30.6,-84.2
30.5,-83.0
30.5,-81.8
14.6,-77.2
14.8,-78.7
15.0,-80.2
15.1,-81.6
15.3,-83.0
15.8,-84.2
16.5,-85.5
17.1,-86.7
17.8,-87.8
18.4,-88.9
18.8,-90.2
19.1,-91.3
19.3,-92.6
19.3,-93.2
19.2,-93.8
18.8,-94.4
18.5,-94.8
18.1,-95.1
17.7,-95.5
17.3,-95.8
17.0,-96.0
17.0,-96.0
17.0,-96.0
26.9,-90.3
26.8,-91.6
26.4,-92.1
25.7,-92.5
26.0,-92.5
25.9,-92.3
25.8,-92.0
26.4,-91.4
27.5,-91.3
28.3,-91.1
29.0,-90.9
29.1,-90.9
29.2,-90.9
30.5,-90.5
31.0,-90.0
29.0,-65.2
29.0,-65.7
29.1,-66.2
29.2,-66.6
29.7,-67.2
30.1,-68.4
30.5,-69.2
31.1,-69.8
31.8,-70.5
32.6,-71.1
33.8,-71.5
35.8,-71.5
37.6,-71.4
39.9,-71.3
41.5,-70.9
43.1,-70.5
17.5,-95.6
18.3,-95.6
19.0,-95.6
19.5,-95.6
20.0,-95.5
20.7,-95.0
21.8,-95.1
23.0,-95.6
24.0,-96.5
24.9,-97.2
25.3,-97.4
26.2,-97.7
27.7,-98.1
29.4,-98.6
30.6,-99.1
31.6,-99.5
32.7,-99.5
33.7,-98.7
34.7,-97.9
35.5,-97.2
36.3,-96.4
37.0,-95.5
37.5,-95.0
23.8,-81.4
23.4,-82.4
23.4,-83.3
23.5,-84.0
23.7,-84.6
23.8,-85.4
23.8,-86.2
23.9,-86.8
24.0,-87.3
24.1,-87.8
24.4,-88.0
24.8,-87.9
25.1,-87.7
25.5,-87.2
26.0,-86.8
26.9,-86.2
27.9,-85.5
29.0,-84.8
30.1,-84.1
30.3,-84.0
30.6,-83.8
31.4,-82.8
32.4,-81.2
33.6,-79.2
34.9,-77.2
35.8,-75.5
36.0,-74.1
36.3,-72.6
36.7,-71.3
36.9,-70.1
37.0,-69.0
37.2,-68.4
37.8,-68.2
38.6,-68.5
39.2,-69.3
39.5,-70.3
39.6,-71.2
39.5,-71.8
39.5,-72.3
39.2,-72.5
39.0,-72.4
39.3,-72.3
39.5,-72.1
39.6,-71.8
39.9,-71.3
40.6,-70.7
41.7,-70.0
23.6,-70.8
24.0,-70.1
24.5,-69.4
25.1,-68.0
26.0,-66.5
26.7,-64.8
27.3,-63.1
28.1,-61.2
28.9,-59.8
29.7,-58.0
30.2,-56.1
30.8,-54.4
31.1,-52.4
31.5,-50.4
31.8,-47.0
32.1,-42.5
18.9,-85.7
19.5,-85.1
20.3,-84.1
21.2,-83.1
21.5,-82.8
22.4,-81.8
23.9,-80.8
24.5,-80.5
25.2,-79.8
26.5,-78.5
30.0,-75.5
24.2,-64.5
24.7,-64.3
25.2,-64.0
25.7,-63.5
26.3,-63.1
26.8,-62.6
27.2,-61.9
27.7,-61.3
28.2,-60.2
28.8,-59.1
29.2,-57.9
29.5,-56.8
29.1,-56.0
28.6,-55.0
28.4,-53.4
28.7,-51.4
29.2,-48.8
14.6,-30.7
14.7,-32.3
14.9,-34.2
15.0,-36.2
15.1,-38.2
15.2,-40.1
15.4,-41.8
15.5,-43.1
15.8,-44.3
16.3,-45.6
16.7,-46.9
17.0,-48.0
17.3,-49.2
17.6,-50.3
17.8,-51.4
18.0,-52.5
18.2,-53.5
18.3,-54.3
18.5,-55.3
18.7,-56.3
19.0,-57.3
19.3,-58.3
19.6,-59.2
20.1,-59.9
20.5,-60.7
20.9,-61.3
21.3,-61.8
21.9,-62.3
22.5,-62.8
23.2,-63.0
23.8,-63.3
24.8,-63.8
25.8,-64.3
27.1,-64.6
28.6,-65.1
30.1,-65.3
31.8,-65.3
33.4,-64.7
34.9,-64.0
36.0,-62.4
36.9,-60.4
37.9,-58.2
39.1,-55.7
40.6,-53.4
42.3,-50.7
44.3,-47.9
46.3,-44.7
48.7,-40.8
51.7,-36.0
54.0,-32.0
56.0,-29.0
58.0,-27.0
60.0,-27.0
32.1,-51.7
32.2,-51.0
32.6,-50.1
33.5,-49.3
34.5,-47.8
35.9,-45.7
37.1,-42.6
38.9,-40.0
40.6,-37.9
42.5,-36.0
44.8,-35.1
47.5,-34.5
50.5,-35.5
36.0,-65.0
36.0,-67.0
36.0,-69.0
36.0,-71.0
36.0,-72.5
36.2,-73.8
36.6,-74.7
37.4,-76.0
14.8,-20.0
14.9,-22.0
15.0,-24.0
15.1,-26.0
15.2,-27.9
15.3,-29.5
15.4,-31.0
15.5,-32.4
15.6,-34.0
15.7,-35.5
15.8,-37.0
15.9,-38.4
16.0,-39.8
16.4,-41.0
16.9,-42.5
17.1,-43.9
17.5,-45.0
17.8,-46.1
18.1,-47.2
18.4,-48.3
19.0,-49.4
19.8,-50.3
20.5,-51.3
21.4,-52.5
22.2,-53.8
23.8,-54.5
10.4,-40.3
10.4,-41.7
10.4,-43.4
10.3,-45.3
10.3,-47.3
10.3,-49.2
10.2,-51.0
10.1,-52.9
10.0,-54.9
10.1,-56.8
10.4,-58.6
10.7,-60.5
10.8,-60.8
10.8,-61.8
10.8,-62.4
10.8,-64.1
10.8,-65.7
11.0,-67.6
11.0,-68.3
11.0,-69.7
11.0,-71.8
10.9,-73.8
10.7,-75.8
10.7,-77.8
10.7,-79.2
10.8,-80.3
11.0,-81.4
11.1,-82.6
11.1,-83.8
11.1,-84.0
11.4,-85.0
11.7,-85.8
12.2,-86.8
19.5,-94.4
19.5,-94.5
19.6,-94.6
19.7,-94.6
19.8,-94.7
19.8,-94.7
20.0,-94.6
20.4,-94.5
21.2,-94.4
21.9,-94.5
22.5,-94.7
23.1,-94.9
23.8,-95.0
24.7,-95.1
25.5,-95.5
26.2,-96.1
26.6,-96.8
26.9,-97.4
27.0,-97.9
27.3,-98.3
27.6,-98.8
28.0,-99.5
28.0,-100.4
27.8,-101.3
27.7,-102.1
27.6,-103.0
19.7,-95.4
19.9,-95.7
20.0,-95.8
20.4,-96.4
20.8,-97.3
21.4,-98.1
22.0,-98.5
30.7,-79.7
30.3,-79.4
29.8,-79.1
29.3,-78.8
28.8,-78.5
28.3,-78.3
27.8,-78.2
27.5,-78.1
27.1,-78.0
27.4,-77.5
27.8,-77.1
28.4,-76.8
29.0,-76.6
29.5,-76.2
30.0,-75.8
30.5,-75.3
30.9,-74.7
31.4,-74.1
31.9,-73.4
32.4,-72.7
33.0,-72.0
33.5,-71.2
34.1,-70.1
35.1,-68.9
36.2,-67.4
37.3,-65.2
38.3,-62.8
39.2,-60.1
39.8,-57.0
7.5,-49.6
7.8,-51.7
8.1,-53.9
8.6,-56.5
9.2,-58.9
9.7,-60.5
10.1,-61.1
10.4,-62.1
10.6,-62.6
13.8,-20.8
14.7,-20.9
15.2,-20.9
15.5,-21.1
15.9,-21.5
16.3,-21.9
16.5,-22.1
13.6,-82.6
14.7,-83.0
16.0,-83.4
17.3,-83.9
18.6,-84.3
19.3,-84.6
20.0,-84.8
20.8,-85.1
21.3,-85.2
21.6,-85.3
22.0,-85.4
22.5,-85.5
23.2,-85.7
23.7,-86.1
24.1,-86.5
24.1,-87.0
24.1,-87.2
24.1,-87.4
23.9,-88.3
23.8,-89.0
23.8,-89.8
24.0,-90.3
24.9,-91.6
25.6,-92.8
25.6,-94.0
25.5,-95.0
25.6,-95.2
25.8,-95.2
26.0,-94.8
26.2,-94.4
26.3,-93.7
26.2,-93.2
25.9,-92.9
25.4,-93.0
25.2,-93.1
9.6,-17.4
10.5,-18.2
11.0,-19.4
11.5,-20.7
12.1,-22.2
12.7,-23.8
13.1,-25.2
13.6,-26.7
14.1,-28.1
14.5,-29.5
15.0,-30.8
15.4,-32.1
15.9,-33.4
16.4,-34.4
17.0,-35.4
17.5,-36.3
18.0,-37.2
18.6,-37.9
19.3,-38.6
20.0,-39.4
20.8,-40.0
21.6,-40.6
22.4,-41.2
23.4,-41.6
24.4,-42.0
25.6,-41.8
27.1,-41.5
28.8,-41.2
30.6,-40.7
32.3,-39.6
33.8,-38.4
35.0,-37.2
35.8,-36.2
36.2,-35.3
36.6,-34.6
36.9,-33.4
37.2,-32.1
37.6,-30.7
38.0,-29.4
38.2,-28.0
38.3,-26.3
38.5,-24.5
38.7,-22.5
38.8,-21.0
38.9,-19.5
39.0,-18.2
39.0,-16.8
39.0,-15.5
39.0,-14.3
39.0,-13.0
39.0,-11.0
39.1,-9.0
39.3,-7.0
39.5,-5.0
15.9,-60.0
16.0,-60.7
16.2,-61.3
16.3,-61.5
16.4,-62.6
16.7,-63.5
17.1,-64.0
17.2,-64.8
17.6,-65.4
18.0,-66.0
18.1,-66.2
18.5,-67.1
18.6,-67.8
18.6,-68.3
18.6,-68.5
18.8,-69.0
19.2,-69.4
19.4,-69.9
19.7,-70.7
20.0,-71.6
20.2,-72.0
20.4,-72.5
21.2,-72.8
21.7,-72.3
22.2,-72.2
22.8,-72.3
23.5,-72.5
24.2,-72.3
24.8,-72.1
25.5,-72.0
26.6,-71.7
27.2,-71.4
27.4,-70.8
