year,month,day,hour,wind,pressure,status_disturbance,status_extratropical,status_hurricane,status_other low,status_subtropical depression,status_subtropical storm,status_tropical depression,status_tropical storm,status_tropical wave,bearing_last_deg,displacment_km,speed_kmh,last_loc_lat,last_loc_long,land
2010,9,11,18,60,995,0,0,0,0,0,0,0,1,0,-3.3664606634297383,181.02454731258703,30.170757885431172,17.3,-38.7,0
2010,9,12,0,65,987,0,0,1,0,0,0,0,0,0,-7.125016348901892,171.35415556255614,28.55902592709269,17.4,-40.4,0
2010,9,12,6,70,985,0,0,1,0,0,0,0,0,0,-3.8140748342902735,159.55179773779682,26.591966289632804,17.6,-42.0,0
2010,9,12,12,90,970,0,0,1,0,0,0,0,0,0,-0.0,148.51532388723024,24.75255398120504,17.7,-43.5,0
2010,9,12,18,115,948,0,0,1,0,0,0,0,0,0,-0.0,127.2989267164097,21.21648778606828,17.7,-44.9,0
2010,9,13,0,130,935,0,0,1,0,0,0,0,0,0,-0.0,127.29892671640891,21.216487786068154,17.7,-46.1,0
2010,9,13,6,130,935,0,0,1,0,0,0,0,0,0,5.710593137499521,106.68742708514174,17.781237847523624,17.7,-47.3,0
2010,9,13,12,130,933,0,0,1,0,0,0,0,0,0,-0.0,106.14106346334556,17.690177243890925,17.6,-48.3,0
2010,9,13,18,125,937,0,0,1,0,0,0,0,0,0,-0.0,95.52697818010935,15.921163030018228,17.6,-49.3,0
2010,9,14,0,125,937,0,0,1,0,0,0,0,0,0,-8.130102354155857,75.09833108779084,12.516388514631808,17.6,-50.2,0
2010,9,14,6,115,945,0,0,1,0,0,0,0,0,0,-18.43494882292191,67.35538684155536,11.225897806925891,17.7,-50.9,0
2010,9,14,12,115,945,0,0,1,0,0,0,0,0,0,-26.565051177077994,71.67943938674937,11.946573231124894,17.9,-51.5,0
2010,9,14,18,125,933,0,0,1,0,0,0,0,0,0,-29.74488129694251,86.20269714235742,14.367116190392904,18.2,-52.1,0
2010,9,15,0,135,924,0,0,1,0,0,0,0,0,0,-23.19859051364791,80.93909497977768,13.48984916329628,18.6,-52.8,0
2010,9,15,6,125,935,0,0,1,0,0,0,0,0,0,-26.565051177077994,71.35447841333674,11.892413068889455,18.9,-53.5,0
2010,9,15,12,115,945,0,0,1,0,0,0,0,0,0,-26.565051177077994,71.2537772286202,11.875629538103366,19.2,-54.1,0
2010,9,15,18,115,942,0,0,1,0,0,0,0,0,0,-26.56505117707826,71.15160128697406,11.858600214495675,19.5,-54.7,0
2010,9,16,0,120,936,0,0,1,0,0,0,0,0,0,-23.198590513648153,80.45081453593424,13.408469089322374,19.8,-55.3,0
2010,9,16,6,125,929,0,0,1,0,0,0,0,0,0,-30.96375653207328,61.90399906823699,10.3173331780395,20.1,-56.0,0
2010,9,16,12,120,934,0,0,1,0,0,0,0,0,0,-33.69006752597987,76.63700032035186,12.77283338672531,20.4,-56.5,0
2010,9,16,18,115,940,0,0,1,0,0,0,0,0,0,-40.601294645004536,98.50255725054454,16.417092875090756,20.8,-57.1,0
2010,9,17,0,115,935,0,0,1,0,0,0,0,0,0,-33.69006752597987,76.29975464428712,12.716625774047854,21.4,-57.8,0
2010,9,17,6,110,935,0,0,1,0,0,0,0,0,0,-29.744881296942037,84.77414355370954,14.129023925618256,21.8,-58.4,0
2010,9,17,12,100,945,0,0,1,0,0,0,0,0,0,-36.86989764584419,105.78540377573349,17.630900629288913,22.2,-59.1,0
2010,9,17,18,90,947,0,0,1,0,0,0,0,0,0,-41.18592516570946,112.7901232103018,18.798353868383636,22.8,-59.9,0
2010,9,18,0,90,947,0,0,1,0,0,0,0,0,0,-37.87498365109822,120.06772323455536,20.011287205759228,23.5,-60.7,0
2010,9,18,6,85,939,0,0,1,0,0,0,0,0,0,-37.87498365109822,119.69154451299512,19.948590752165853,24.2,-61.6,0
2010,9,18,12,85,939,0,0,1,0,0,0,0,0,0,-45.00000000000013,119.7665376579753,19.96108960966255,24.9,-62.5,0
2010,9,18,18,80,945,0,0,1,0,0,0,0,0,0,-52.12501634890175,121.82444746002164,20.30407457667027,25.7,-63.3,0
2010,9,19,0,80,945,0,0,1,0,0,0,0,0,0,-56.30993247402042,116.13841045138344,19.35640174189724,26.6,-64.0,0
2010,9,19,6,75,949,0,0,1,0,0,0,0,0,0,-56.30993247401979,115.90307391710084,19.317178986183475,27.5,-64.6,0
2010,9,19,12,75,949,0,0,1,0,0,0,0,0,0,-71.5650511770784,138.5957049723808,23.099284162063466,28.4,-65.2,0
2010,9,19,18,70,952,0,0,1,0,0,0,0,0,0,-75.963756532073,136.12722070195863,22.687870116993107,29.6,-65.6,0
2010,9,20,0,65,953,0,0,1,0,0,0,0,0,0,79.69515353123381,123.43878990009732,20.57313165001622,30.8,-65.9,0
2010,9,20,6,65,957,0,0,1,0,0,0,0,0,0,68.96248897457825,151.62099517776815,25.27016586296136,31.9,-65.7,0
2010,9,20,12,65,960,0,0,1,0,0,0,0,0,0,62.241459398939966,230.0474325932759,38.34123876554598,33.2,-65.2,0
2010,9,20,18,65,960,0,0,1,0,0,0,0,0,0,52.69605172201657,273.9057007322758,45.65095012204597,35.1,-64.2,0
2010,9,21,0,65,960,0,0,1,0,0,0,0,0,0,39.28940686250028,277.75051516407217,46.29175252734536,37.2,-62.6,0
2010,9,21,6,65,960,0,0,1,0,0,0,0,0,0,36.326825952120245,400.86203638358745,66.81033939726457,39.0,-60.4,0
2010,9,21,12,65,955,0,0,1,0,0,0,0,0,0,51.76617482255302,423.1861592248504,70.53102653747507,41.5,-57.0,0
2010,9,21,15,75,950,0,0,1,0,0,0,0,0,0,56.30993247402037,220.80715947563115,36.80119324593853,44.8,-54.4,0
2010,9,21,18,75,950,0,1,0,0,0,0,0,0,0,59.9314171781375,226.88573853828925,37.81428975638154,46.6,-53.2,0
2010,9,22,0,75,950,0,1,0,0,0,0,0,0,0,61.92751306414702,352.83116235065893,58.805193725109824,48.5,-52.1,0
2010,9,22,6,70,950,0,1,0,0,0,0,0,0,0,63.43494882292202,232.67783661573984,38.77963943595664,51.5,-50.5,0
2010,9,22,12,70,950,0,1,0,0,0,0,0,0,0,87.13759477388821,222.7226984384297,37.12044973973828,53.5,-49.5,0
2010,9,22,18,65,955,0,1,0,0,0,0,0,0,0,-68.19859051364814,171.10892609957418,28.51815434992903,55.5,-49.4,0
2010,9,23,0,60,960,0,1,0,0,0,0,0,0,0,-56.309932474020215,177.3491528461743,29.55819214102905,57.0,-50.0,0
1988,9,19,18,30,1009,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
1988,9,20,0,32,1008,0,0,0,0,0,0,1,0,0,5.194428907734781,119.67614560360268,19.946024267267113,13.4,-31.6,0
1988,9,20,6,35,1008,0,0,0,0,0,0,0,1,0,5.194428907734906,119.72479245773584,19.95413207628931,13.3,-32.7,0
1988,9,20,12,40,1004,0,0,0,0,0,0,0,1,0,11.309932474020174,110.67532255055376,18.44588709175896,13.2,-33.8,0
1988,9,20,18,45,1002,0,0,0,0,0,0,0,1,0,33.69006752597961,118.15779636355236,19.69296606059206,13.0,-34.8,0
1988,9,21,0,50,998,0,0,0,0,0,0,0,1,0,11.309932474020272,111.00781584167947,18.501302640279913,12.4,-35.7,0
1988,9,21,6,60,993,0,0,0,0,0,0,0,1,0,11.309932474020174,111.08772115807668,18.51462019301278,12.2,-36.7,0
1988,9,21,12,70,998,0,0,1,0,0,0,0,0,0,-5.194428907734814,120.2804774534667,20.04674624224445,12.0,-37.7,0
1988,9,21,18,75,983,0,0,1,0,0,0,0,0,0,-15.255118703057793,124.19732087106937,20.69955347851156,12.1,-38.8,0
1988,9,22,0,80,978,0,0,1,0,0,0,0,0,0,-23.198590513648032,82.99790266328468,13.832983777214112,12.4,-39.9,0
1988,9,22,6,90,972,0,0,1,0,0,0,0,0,0,-18.434948822922077,103.17795927375606,17.19632654562601,12.7,-40.6,0
1988,9,22,12,95,965,0,0,1,0,0,0,0,0,0,-14.03624346792648,89.5300321305129,14.92167202175215,13.0,-41.5,0
1988,9,22,18,100,959,0,0,1,0,0,0,0,0,0,-20.55604521958341,92.80248830305358,15.467081383842263,13.2,-42.3,0
1988,9,23,0,110,953,0,0,1,0,0,0,0,0,0,-23.962488974578235,106.94152758778242,17.82358793129707,13.5,-43.1,0
1988,9,23,6,115,945,0,0,1,0,0,0,0,0,0,-12.528807709151488,99.71663636385212,16.61943939397535,13.9,-44.0,0
1988,9,23,12,120,939,0,0,1,0,0,0,0,0,0,-44.999999999999915,92.70374138111706,15.450623563519509,14.1,-44.9,0
1988,9,23,18,125,938,0,0,1,0,0,0,0,0,0,-45.0,92.583146742893,15.430524457148834,14.7,-45.5,0
1988,9,24,0,120,940,0,0,1,0,0,0,0,0,0,-36.869897645844105,108.48422080803854,18.080703468006423,15.3,-46.1,0
1988,9,24,6,120,944,0,0,1,0,0,0,0,0,0,-49.39870535499551,100.57035190596308,16.76172531766051,15.9,-46.9,0
1988,9,24,12,115,948,0,0,1,0,0,0,0,0,0,-57.994616791916414,103.31150901476464,17.218584835794108,16.6,-47.5,0
1988,9,24,18,110,954,0,0,1,0,0,0,0,0,0,-54.46232220802573,93.88312000321494,15.64718666720249,17.4,-48.0,0
1988,9,25,0,100,959,0,0,1,0,0,0,0,0,0,-56.309932474020215,78.7195501652317,13.119925027538615,18.1,-48.5,0
1988,9,25,6,100,963,0,0,1,0,0,0,0,0,0,-81.8698976458439,78.19655911085896,13.032759851809828,18.7,-48.9,0
1988,9,25,12,95,966,0,0,1,0,0,0,0,0,0,-80.53767779197428,67.2427193448798,11.2071198908133,19.4,-49.0,0
1988,9,25,18,90,968,0,0,1,0,0,0,0,0,0,-77.47119229084873,101.80098574237016,16.966830957061692,20.0,-49.1,0
1988,9,26,0,85,971,0,0,1,0,0,0,0,0,0,-81.25383773744467,145.4246921667024,24.237448694450404,20.9,-49.3,0
1988,9,26,6,85,973,0,0,1,0,0,0,0,0,0,-80.53767779197425,134.466596962153,22.411099493692166,22.2,-49.5,0
1988,9,26,12,80,975,0,0,1,0,0,0,0,0,0,-79.6951535312342,123.52239777120693,20.58706629520115,23.4,-49.7,0
1988,9,26,18,80,976,0,0,1,0,0,0,0,0,0,-72.89727103094769,149.548255040404,24.924709173400668,24.5,-49.9,0
1988,9,27,0,75,977,0,0,1,0,0,0,0,0,0,-58.39249775375097,164.65428075422145,27.442380125703576,25.8,-50.3,0
1988,9,27,6,75,979,0,0,1,0,0,0,0,0,0,-53.972626614896434,145.2238292594227,24.203971543237117,27.1,-51.1,0
1988,9,27,12,75,979,0,0,1,0,0,0,0,0,0,-86.4236656250026,177.60474199166666,29.60079033194444,28.2,-51.9,0
1988,9,27,18,75,979,0,0,1,0,0,0,0,0,0,84.80557109226511,122.32263330662656,20.38710555110443,29.8,-52.0,0
1988,9,28,0,75,979,0,0,1,0,0,0,0,0,0,68.19859051364826,117.22044816133784,19.536741360222972,30.9,-51.9,0
1988,9,28,6,80,977,0,0,1,0,0,0,0,0,0,60.945395900922826,110.34444223144746,18.39074037190791,31.9,-51.5,0
1988,9,28,12,80,975,0,0,1,0,0,0,0,0,0,45.0,101.44935905419744,16.908226509032907,32.8,-51.0,0
1988,9,28,18,85,972,0,0,1,0,0,0,0,0,0,56.30993247402037,152.20734007881975,25.367890013136627,33.5,-50.3,0
1988,9,29,0,90,970,0,0,1,0,0,0,0,0,0,54.46232220802559,179.93782917897445,29.989638196495736,34.7,-49.5,0
1988,9,29,6,90,970,0,0,1,0,0,0,0,0,0,43.53119928561416,275.86850042095864,45.97808340349311,36.1,-48.5,0
1988,9,29,12,85,973,0,0,1,0,0,0,0,0,0,46.33221985386966,304.36624975405147,50.72770829234191,38.0,-46.5,0
1988,9,29,18,75,979,0,0,1,0,0,0,0,0,0,48.36646066342978,360.5437636036226,60.090627267270435,40.2,-44.4,0
1988,9,30,0,65,985,0,0,1,0,0,0,0,0,0,45.88140399658215,446.1521631365353,74.3586938560892,42.9,-42.0,0
1988,9,30,6,65,990,0,0,1,0,0,0,0,0,0,42.92996934695893,547.5180981761972,91.25301636269954,46.2,-38.8,0
1988,9,30,12,60,992,0,1,0,0,0,0,0,0,0,46.84761026599458,614.7385828780208,102.45643047967012,50.2,-34.5,0
2000,9,15,12,25,1010,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
2000,9,15,18,25,1010,0,0,0,0,0,0,1,0,0,-26.56505117707809,96.72093162621216,16.120155271035358,14.9,-52.2,0
2000,9,16,0,25,1010,0,0,0,0,0,0,1,0,0,-26.565051177077855,72.44626173238376,12.074376955397293,15.3,-53.0,0
2000,9,16,6,25,1010,0,0,0,0,0,0,1,0,0,-14.0362434679266,88.56373555191016,14.760622591985026,15.6,-53.6,0
2000,9,16,12,30,1010,0,0,0,0,0,0,1,0,0,-11.30993247402024,163.98627514972915,27.331045858288192,15.8,-54.4,0
2000,9,16,18,30,1010,0,0,0,0,0,0,0,0,1,-8.130102354155897,226.93076900988095,37.82179483498016,16.1,-55.9,0
2000,9,17,0,30,1010,0,0,0,0,0,0,0,0,1,-6.009005957494614,204.054880323358,34.00914672055966,16.4,-58.0,0
2000,9,17,6,30,1010,0,0,0,0,0,0,0,0,1,-0.0,192.0758016821547,32.01263361369245,16.6,-59.9,0
2000,9,17,12,30,1010,0,0,0,0,0,0,0,0,1,6.009005957494614,204.054880323358,34.00914672055966,16.6,-61.7,0
2000,9,17,18,30,1010,0,0,0,0,0,0,0,0,1,-8.530765609948183,216.03835222114768,36.006392036857946,16.4,-63.6,0
2000,9,18,0,30,1010,0,0,0,0,0,0,0,0,1,-11.30993247402024,163.26594331244866,27.210990552074776,16.7,-65.6,0
2000,9,18,6,30,1010,0,0,0,0,0,0,0,0,1,-3.5763343749973826,170.69073255194357,28.448455425323928,17.0,-67.1,0
2000,9,18,12,30,1010,0,0,0,0,0,0,0,0,1,-3.0127875041832892,202.4633043241208,33.743884054020135,17.1,-68.7,0
2000,9,18,18,30,1010,0,0,0,0,0,0,0,0,1,-6.0090059574944865,203.2065833262351,33.86776388770585,17.2,-70.6,0
2000,9,19,0,30,1010,0,0,0,0,0,0,0,0,1,-6.009005957494592,202.988420645935,33.83140344098917,17.4,-72.5,0
2000,9,19,6,30,1010,0,0,0,0,0,0,0,0,1,-20.22485943116814,215.6700431682062,35.945007194701034,17.6,-74.4,0
2000,9,19,12,30,1010,0,0,0,0,0,0,0,0,1,-16.699244233993564,221.2809295616828,36.880154926947135,18.3,-76.3,0
2000,9,19,18,30,1010,0,0,0,0,0,0,1,0,0,-21.03751102542186,147.53092733581695,24.588487889302822,18.9,-78.3,0
2000,9,20,0,30,1010,0,0,0,0,0,0,1,0,0,-19.653824058053235,156.9123306681885,26.15205511136475,19.4,-79.6,0
2000,9,20,6,25,1010,0,0,0,0,0,0,1,0,0,-26.56505117707809,189.13187990333185,31.52197998388864,19.9,-81.0,0
2000,9,20,12,25,1010,0,0,0,0,0,0,1,0,0,-32.90524292298789,214.40054719846273,35.73342453307712,20.7,-82.6,0
2000,9,20,18,25,1010,0,0,0,0,0,0,1,0,0,-47.489552921998914,174.603908033064,29.100651338844,21.8,-84.3,0
2000,9,21,0,25,1008,0,0,0,0,0,0,1,0,0,-52.12501634890221,122.68218376105628,20.44703062684271,23.0,-85.4,0
2000,9,21,6,35,1007,0,0,0,0,0,0,0,1,0,-63.43494882292202,121.82290963907188,20.30381827317865,23.9,-86.1,0
2000,9,21,12,45,1006,0,0,0,0,0,0,0,1,0,-71.56505117707779,138.8857954775884,23.147632579598067,24.9,-86.6,0
2000,9,21,18,60,999,0,0,0,0,0,0,0,1,0,-84.28940686250068,111.2440607009466,18.540676783491097,26.1,-87.0,0
2000,9,22,0,60,996,0,0,0,0,0,0,0,1,0,-85.60129464500407,144.39702053894564,24.066170089824272,27.1,-87.1,0
2000,9,22,6,50,1001,0,0,0,0,0,0,0,1,0,90.0,121.91845436375336,20.319742393958897,28.4,-87.2,0
2000,9,22,12,35,1006,0,0,0,0,0,0,0,1,0,59.03624346792613,125.05817124950978,20.843028541584964,29.5,-87.2,1
2000,9,22,18,25,1010,0,0,0,0,0,0,1,0,0,42.51044707800115,167.31184047459055,27.885306745765092,30.5,-86.6,1
2000,9,23,0,25,1011,0,0,0,0,0,0,1,0,0,34.38034472384473,229.86097303824977,38.310162173041626,31.6,-85.4,1
2000,9,23,6,25,1012,0,0,0,0,0,0,1,0,0,21.250505507133347,184.8310664352888,30.8051777392148,32.9,-83.5,1
2000,9,23,12,25,1011,0,0,0,0,0,0,1,0,0,25.20112364547496,180.38543447892144,30.06423907982024,33.6,-81.7,1
2000,9,23,18,35,1010,0,0,0,0,0,0,0,1,0,26.565051177077994,213.82091375074464,35.63681895845744,34.4,-80.0,1
2000,9,24,0,40,1008,0,0,0,0,0,0,0,1,0,27.758540601059956,204.2796134230729,34.04660223717882,35.4,-78.0,1
2000,9,24,6,45,1005,0,0,0,0,0,0,0,1,0,29.74488129694251,153.26861589727588,25.544769316212648,36.4,-76.1,0
2000,9,24,12,45,1001,0,0,0,0,0,0,0,1,0,19.98310652189989,213.5970401073077,35.59950668455128,37.2,-74.7,0
2000,9,24,18,45,997,0,0,0,0,0,0,0,1,0,26.565051177077994,247.8858580235132,41.31430967058554,38.0,-72.5,0
2000,9,25,0,55,993,0,0,0,0,0,0,0,1,0,15.255118703057768,300.31980308148195,50.053300513580325,39.2,-70.1,0
2000,9,25,6,60,986,0,0,0,0,0,0,0,1,0,18.060471936199207,422.0782439553279,70.34637399255465,40.1,-66.8,0
2000,9,25,12,55,988,0,0,0,0,0,0,0,1,0,19.707978842978704,609.2399890277055,101.53999817128424,41.6,-62.2,0
2000,9,25,18,45,990,0,0,0,0,0,0,0,1,0,17.402704131356284,576.8613878233973,96.14356463723288,44.0,-55.5,0
2006,9,12,12,25,1007,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
2006,9,12,18,30,1007,0,0,0,0,0,0,1,0,0,-0.0,130.73105213268911,21.78850868878152,11.9,-22.0,0
2006,9,13,0,30,1007,0,0,0,0,0,0,1,0,0,-0.0,152.51951801486646,25.41991966914441,11.9,-23.2,0
2006,9,13,6,30,1007,0,0,0,0,0,0,1,0,0,-3.814074834290341,163.75786217643432,27.29297702940572,11.9,-24.6,0
2006,9,13,12,30,1007,0,0,0,0,0,0,1,0,0,-6.009005957494508,208.0178434690196,34.66964057816994,12.0,-26.1,0
2006,9,13,18,30,1006,0,0,0,0,0,0,1,0,0,-8.530765609948153,220.03667054322744,36.67277842387124,12.2,-28.0,0
2006,9,14,0,35,1005,0,0,0,0,0,0,0,1,0,-11.888658039627996,211.05597785414497,35.17599630902416,12.5,-30.0,0
2006,9,14,6,35,1005,0,0,0,0,0,0,0,1,0,-8.972626614896368,208.73441972988527,34.78906995498088,12.9,-31.9,0
2006,9,14,12,40,1003,0,0,0,0,0,0,0,1,0,-12.528807709151495,199.9137846615556,33.318964110259266,13.2,-33.8,0
2006,9,14,18,40,1003,0,0,0,0,0,0,0,1,0,-15.945395900922884,157.71325336057774,26.285542226762956,13.6,-35.6,0
2006,9,15,0,40,1002,0,0,0,0,0,0,0,1,0,-17.102728969052425,147.1350303938548,24.522505065642463,14.0,-37.0,0
2006,9,15,6,45,1000,0,0,0,0,0,0,0,1,0,-17.102728969052333,146.89732779409002,24.48288796568167,14.4,-38.3,0
2006,9,15,12,50,997,0,0,0,0,0,0,0,1,0,-30.256437163529327,150.44038425689334,25.07339737614889,14.8,-39.6,0
2006,9,15,18,55,995,0,0,0,0,0,0,0,1,0,-28.300755766006276,159.3414852124795,26.55691420207992,15.5,-40.8,0
2006,9,16,0,60,992,0,0,0,0,0,0,0,1,0,-33.690067525979906,155.67458367687175,25.94576394614529,16.2,-42.1,0
2006,9,16,6,60,990,0,0,0,0,0,0,0,1,0,-34.992020198558635,131.5231227514598,21.920520458576632,17.0,-43.3,0
2006,9,16,12,65,987,0,0,1,0,0,0,0,0,0,-34.992020198558635,131.19436406884026,21.86572734480671,17.7,-44.3,0
2006,9,16,18,65,986,0,0,1,0,0,0,0,0,0,-29.054604099076993,109.90952374164848,18.318253956941415,18.4,-45.3,0
2006,9,17,0,70,983,0,0,1,0,0,0,0,0,0,-29.054604099077185,109.66781266692718,18.277968777821197,18.9,-46.2,0
2006,9,17,6,75,979,0,0,1,0,0,0,0,0,0,-32.005383208083586,100.5134211565983,16.75223685943305,19.4,-47.1,0
2006,9,17,12,80,976,0,0,1,0,0,0,0,0,0,-38.65980825409024,68.5214228426078,11.420237140434637,19.9,-47.9,0
2006,9,17,18,90,970,0,0,1,0,0,0,0,0,0,-51.34019174591001,69.31146926233004,11.551911543721673,20.3,-48.4,0
2006,9,18,0,100,962,0,0,1,0,0,0,0,0,0,-63.43494882292161,73.38019097370241,12.230031828950402,20.8,-48.8,0
2006,9,18,6,105,955,0,0,1,0,0,0,0,0,0,-63.43494882292229,73.33067098518835,12.22177849753139,21.4,-49.1,0
2006,9,18,12,105,958,0,0,1,0,0,0,0,0,0,-66.8014094863515,83.44711036497556,13.907851727495926,22.0,-49.4,0
2006,9,18,18,95,962,0,0,1,0,0,0,0,0,0,-52.12501634890204,122.77277080174912,20.462128466958188,22.7,-49.7,0
2006,9,19,0,95,962,0,0,1,0,0,0,0,0,0,-33.690067525979636,75.50739244026323,12.58456540671054,23.6,-50.4,0
2006,9,19,6,95,960,0,0,1,0,0,0,0,0,0,-23.198590513648153,78.5204943912126,13.0867490652021,24.0,-51.0,0
2006,9,19,12,95,958,0,0,1,0,0,0,0,0,0,-7.1250163489016725,81.93177940858963,13.655296568098272,24.3,-51.7,0
2006,9,19,18,90,956,0,0,1,0,0,0,0,0,0,-0.0,101.43457937784264,16.905763229640442,24.4,-52.5,0
2006,9,20,0,90,958,0,0,1,0,0,0,0,0,0,-6.340191745910009,91.92493634340454,15.320822723900756,24.4,-53.5,0
2006,9,20,6,90,958,0,0,1,0,0,0,0,0,0,-26.565051177077784,92.28653123770948,15.381088539618249,24.5,-54.4,0
2006,9,20,12,90,959,0,0,1,0,0,0,0,0,0,-32.005383208083586,97.84688162823662,16.3078136047061,24.9,-55.2,0
2006,9,20,18,80,960,0,0,1,0,0,0,0,0,0,-35.537677791974275,89.49103617623939,14.915172696039898,25.4,-56.0,0
2006,9,21,0,80,962,0,0,1,0,0,0,0,0,0,-71.56505117707819,104.11344042204328,17.352240070340546,25.9,-56.7,0
2006,9,21,6,75,964,0,0,1,0,0,0,0,0,0,90.0,110.80827452063998,18.46804575344,26.8,-57.0,0
2006,9,21,12,75,968,0,0,1,0,0,0,0,0,0,90.0,132.99114463597306,22.165190772662175,27.8,-57.0,0
2006,9,21,18,75,970,0,0,1,0,0,0,0,0,0,90.0,133.01490007775683,22.169150012959474,29.0,-57.0,0
2006,9,22,0,75,970,0,0,1,0,0,0,0,0,0,71.56505117707805,138.4369307414315,23.07282179023858,30.2,-57.0,0
2006,9,22,6,70,970,0,0,1,0,0,0,0,0,0,57.52880770915144,138.77109459879398,23.128515766465664,31.4,-56.6,0
2006,9,22,12,70,970,0,0,1,0,0,0,0,0,0,53.97262661489653,143.05843832953536,23.84307305492256,32.5,-55.9,0
2006,9,22,18,70,968,0,0,1,0,0,0,0,0,0,42.878903603338514,193.45135466027375,32.241892443378966,33.6,-55.1,0
2006,9,23,0,75,964,0,0,1,0,0,0,0,0,0,21.80140948635192,202.3997050756507,33.73328417927512,34.9,-53.7,0
2006,9,23,6,80,962,0,0,1,0,0,0,0,0,0,18.434948822921896,204.53891691735487,34.089819486225814,35.7,-51.7,0
2006,9,23,12,80,962,0,0,1,0,0,0,0,0,0,18.43494882292207,202.9803778494996,33.83006297491659,36.4,-49.6,0
