,Unnamed: 0,name,year,month,day,hour,lat,long,status,wind,pressure
122,123,Eloise,1975,9,15,18,18.9,-64.8,tropical depression,30,1007
123,124,Eloise,1975,9,16,0,19.0,-65.6,tropical storm,35,1007
124,125,Eloise,1975,9,16,6,19.2,-66.7,tropical storm,45,1007
125,126,Eloise,1975,9,16,12,19.4,-67.5,tropical storm,55,1002
126,127,Eloise,1975,9,16,18,19.5,-68.4,hurricane,65,1002
127,128,Eloise,1975,9,17,0,19.6,-69.2,hurricane,65,997
128,129,Eloise,1975,9,17,6,19.7,-70.2,tropical storm,60,1000
129,130,Eloise,1975,9,17,12,19.7,-71.2,tropical storm,55,1000
130,131,Eloise,1975,9,17,18,19.8,-72.2,tropical storm,50,1000
131,132,Eloise,1975,9,18,0,19.9,-73.3,tropical storm,45,1000
132,133,Eloise,1975,9,18,6,19.9,-74.5,tropical storm,45,1000
133,134,Eloise,1975,9,18,12,19.9,-75.7,tropical storm,40,1000
134,135,Eloise,1975,9,18,18,20.0,-77.0,tropical storm,40,1000
135,136,Eloise,1975,9,19,0,20.0,-78.2,tropical storm,35,1000
136,137,Eloise,1975,9,19,6,19.9,-79.1,tropical storm,35,1000
137,138,Eloise,1975,9,19,12,19.9,-79.8,tropical storm,35,1000
138,139,Eloise,1975,9,19,18,19.8,-81.0,tropical storm,35,1000
139,140,Eloise,1975,9,20,0,19.8,-82.2,tropical storm,35,1000
140,141,Eloise,1975,9,20,6,19.8,-83.4,tropical storm,35,1000
141,142,Eloise,1975,9,20,12,19.9,-84.6,tropical storm,35,1006
142,143,Eloise,1975,9,20,18,20.0,-85.5,tropical storm,35,1006
143,144,Eloise,1975,9,21,0,20.2,-86.4,tropical storm,40,1001
144,145,Eloise,1975,9,21,6,20.8,-87.1,tropical storm,45,1001
145,146,Eloise,1975,9,21,12,21.4,-87.8,tropical storm,50,1001
146,147,Eloise,1975,9,21,18,22.4,-88.5,tropical storm,55,995
147,148,Eloise,1975,9,22,0,23.6,-88.9,tropical storm,60,995
148,149,Eloise,1975,9,22,6,24.8,-89.4,hurricane,65,993
149,150,Eloise,1975,9,22,12,25.8,-89.5,hurricane,75,986
150,151,Eloise,1975,9,22,18,26.5,-89.4,hurricane,85,980
151,152,Eloise,1975,9,23,0,27.3,-88.5,hurricane,95,968
152,153,Eloise,1975,9,23,6,28.4,-87.3,hurricane,105,958
153,154,Eloise,1975,9,23,12,30.2,-86.3,hurricane,110,955
154,155,Eloise,1975,9,23,18,33.0,-85.7,tropical storm,55,982
155,156,Eloise,1975,9,24,0,35.5,-84.3,tropical depression,30,999
156,157,Eloise,1975,9,24,6,36.5,-83.5,extratropical,20,1004
157,158,Eloise,1975,9,24,12,37.0,-82.5,extratropical,20,1004
158,159,Eloise,1975,9,24,18,37.5,-81.5,extratropical,20,1004
159,160,Faye,1975,9,24,18,23.0,-56.9,tropical depression,25,1005
160,161,Faye,1975,9,25,0,23.8,-57.2,tropical depression,30,1005
161,162,Faye,1975,9,25,6,24.2,-58.1,tropical storm,35,1005
162,163,Faye,1975,9,25,12,24.8,-58.8,tropical storm,45,999
163,164,Faye,1975,9,25,18,25.5,-59.4,tropical storm,60,993
164,165,Faye,1975,9,26,0,26.5,-60.0,hurricane,65,990
165,166,Faye,1975,9,26,6,27.9,-60.9,hurricane,70,988
166,167,Faye,1975,9,26,12,29.6,-62.0,hurricane,75,985
167,168,Faye,1975,9,26,18,31.0,-63.1,hurricane,85,985
168,169,Faye,1975,9,27,0,32.7,-64.2,hurricane,90,985
169,170,Faye,1975,9,27,6,34.4,-65.2,hurricane,90,979
170,171,Faye,1975,9,27,12,36.1,-65.7,hurricane,90,982
171,172,Faye,1975,9,27,18,37.4,-65.0,hurricane,90,985
172,173,Faye,1975,9,28,0,38.4,-63.7,hurricane,85,985
173,174,Faye,1975,9,28,6,39.8,-60.5,hurricane,80,985
174,175,Faye,1975,9,28,12,41.0,-57.1,hurricane,75,979
175,176,Faye,1975,9,28,18,42.3,-52.0,hurricane,75,977
176,177,Faye,1975,9,29,0,42.8,-46.0,hurricane,70,977
177,178,Faye,1975,9,29,6,42.9,-40.0,hurricane,65,977
178,179,Gladys,1975,9,22,18,10.3,-34.8,tropical depression,25,1012
179,180,Gladys,1975,9,23,0,10.6,-35.8,tropical depression,25,1012
180,181,Gladys,1975,9,23,6,11.0,-36.7,tropical depression,25,1012
181,182,Gladys,1975,9,23,12,11.4,-37.4,tropical depression,25,1012
182,183,Gladys,1975,9,23,18,11.7,-38.2,tropical depression,30,1010
183,184,Gladys,1975,9,24,0,12.1,-38.8,tropical depression,30,1010
184,185,Gladys,1975,9,24,6,12.4,-39.6,tropical depression,30,1010
185,186,Gladys,1975,9,24,12,12.9,-40.0,tropical depression,30,1010
186,187,Gladys,1975,9,24,18,13.5,-40.4,tropical storm,35,1005
187,188,Gladys,1975,9,25,0,14.2,-41.0,tropical storm,40,1005
188,189,Gladys,1975,9,25,6,14.8,-42.0,tropical storm,50,1000
189,190,Gladys,1975,9,25,12,15.4,-43.0,tropical storm,60,1000
190,191,Gladys,1975,9,25,18,15.8,-44.0,hurricane,65,990
191,192,Gladys,1975,9,26,0,16.2,-45.0,hurricane,65,990
192,193,Gladys,1975,9,26,6,16.4,-46.1,hurricane,65,990
193,194,Gladys,1975,9,26,12,16.6,-47.7,hurricane,65,990
194,195,Gladys,1975,9,26,18,16.8,-49.3,hurricane,65,990
195,196,Gladys,1975,9,27,0,17.1,-50.7,hurricane,65,990
196,197,Gladys,1975,9,27,6,17.6,-52.2,hurricane,65,990
197,198,Gladys,1975,9,27,12,18.2,-53.7,hurricane,65,990
198,199,Gladys,1975,9,27,18,18.8,-55.1,hurricane,65,990
199,200,Gladys,1975,9,28,0,19.4,-56.4,hurricane,65,992
200,201,Gladys,1975,9,28,6,19.6,-57.4,hurricane,65,992
201,202,Gladys,1975,9,28,12,19.8,-58.2,hurricane,65,1000
202,203,Gladys,1975,9,28,18,20.3,-59.3,hurricane,65,998
203,204,Gladys,1975,9,29,0,21.2,-60.3,hurricane,65,995
204,205,Gladys,1975,9,29,6,22.1,-61.4,hurricane,70,990
205,206,Gladys,1975,9,29,12,23.0,-62.6,hurricane,70,990
206,207,Gladys,1975,9,29,18,23.6,-63.9,hurricane,75,985
207,208,Gladys,1975,9,30,0,24.1,-65.2,hurricane,80,975
208,209,Gladys,1975,9,30,6,24.6,-66.5,hurricane,80,975
209,210,Gladys,1975,9,30,12,25.1,-67.9,hurricane,80,975
210,211,Gladys,1975,9,30,18,25.6,-69.3,hurricane,80,975
211,212,Gladys,1975,10,1,0,26.1,-70.6,hurricane,80,975
212,213,Gladys,1975,10,1,6,26.8,-71.7,hurricane,80,975
213,214,Gladys,1975,10,1,12,27.9,-72.4,hurricane,80,975
214,215,Gladys,1975,10,1,18,29.4,-73.0,hurricane,90,969
215,216,Gladys,1975,10,2,0,31.0,-73.0,hurricane,100,954
216,217,Gladys,1975,10,2,6,32.9,-72.1,hurricane,110,942
217,218,Gladys,1975,10,2,12,35.3,-69.8,hurricane,120,939
218,219,Gladys,1975,10,2,18,37.8,-67.0,hurricane,120,939
219,220,Gladys,1975,10,3,0,40.8,-62.6,hurricane,110,950
220,221,Gladys,1975,10,3,6,43.7,-57.0,hurricane,85,960
221,222,Gladys,1975,10,3,12,46.6,-50.6,hurricane,85,960
222,223,Gladys,1975,10,3,18,50.5,-45.5,extratropical,75,975
223,224,Gladys,1975,10,4,0,55.0,-40.0,extratropical,65,980
224,225,Hallie,1975,10,24,18,29.1,-79.3,subtropical depression,30,1006
225,226,Hallie,1975,10,25,0,28.8,-79.0,subtropical depression,30,1006
226,227,Hallie,1975,10,25,6,29.4,-79.4,subtropical depression,30,1006
227,228,Hallie,1975,10,25,12,30.0,-79.7,subtropical depression,30,1006
228,229,Hallie,1975,10,25,18,30.2,-79.8,subtropical depression,30,1006
229,230,Hallie,1975,10,26,0,30.5,-79.9,subtropical depression,30,1006
230,231,Hallie,1975,10,26,6,30.9,-80.1,tropical depression,30,1006
231,232,Hallie,1975,10,26,12,31.8,-79.6,tropical depression,30,1005
232,233,Hallie,1975,10,26,18,32.5,-78.7,tropical storm,35,1003
233,234,Hallie,1975,10,27,0,33.5,-77.5,tropical storm,45,1002
234,235,Hallie,1975,10,27,6,34.5,-75.5,tropical storm,45,1002
235,236,Hallie,1975,10,27,12,35.7,-73.8,tropical storm,45,1004
236,237,Hallie,1975,10,27,18,36.4,-72.6,extratropical,40,1006
237,238,Hallie,1975,10,28,0,36.9,-71.4,extratropical,35,1008
238,239,Belle,1976,8,6,6,26.0,-72.8,tropical depression,25,1012
239,240,Belle,1976,8,6,12,26.3,-73.0,tropical depression,25,1012
240,241,Belle,1976,8,6,18,26.0,-73.4,tropical depression,30,1009
241,242,Belle,1976,8,7,0,25.6,-73.2,tropical storm,40,1005
242,243,Belle,1976,8,7,6,26.0,-73.2,tropical storm,45,1000
243,244,Belle,1976,8,7,12,26.2,-73.7,tropical storm,55,993
244,245,Belle,1976,8,7,18,26.6,-74.2,hurricane,70,985
245,246,Belle,1976,8,8,0,26.9,-74.6,hurricane,80,972
246,247,Belle,1976,8,8,6,27.4,-75.1,hurricane,90,962
247,248,Belle,1976,8,8,12,28.1,-75.1,hurricane,95,959
248,249,Belle,1976,8,8,18,29.5,-75.3,hurricane,100,958
249,250,Belle,1976,8,9,0,30.9,-75.3,hurricane,105,957
250,251,Belle,1976,8,9,6,32.5,-75.2,hurricane,105,959
251,252,Belle,1976,8,9,12,34.4,-74.7,hurricane,95,963
252,253,Belle,1976,8,9,18,36.6,-74.2,hurricane,90,970
253,254,Belle,1976,8,10,0,38.8,-73.8,hurricane,80,977
254,255,Belle,1976,8,10,6,41.0,-73.2,tropical storm,60,983
255,256,Belle,1976,8,10,12,42.6,-72.4,tropical storm,35,992
256,257,Dottie,1976,8,18,0,26.0,-84.0,tropical depression,20,1010
257,258,Dottie,1976,8,18,12,24.7,-82.7,tropical depression,20,1009
258,259,Dottie,1976,8,19,6,24.8,-82.0,tropical depression,30,1003
259,260,Dottie,1976,8,19,18,26.6,-80.1,tropical storm,35,1006
260,261,Dottie,1976,8,20,6,29.6,-80.0,tropical storm,45,996
261,262,Dottie,1976,8,20,12,30.6,-80.0,tropical storm,40,999
262,263,Dottie,1976,8,20,18,32.0,-80.0,tropical storm,35,1005
263,264,Dottie,1976,8,21,0,33.0,-80.0,tropical storm,35,1005
264,265,Dottie,1976,8,21,6,33.3,-80.0,tropical depression,25,1010
265,266,Dottie,1976,8,21,12,33.5,-80.0,tropical depression,20,1015
266,267,Candice,1976,8,18,12,31.7,-68.2,tropical depression,30,1007
267,268,Candice,1976,8,18,18,33.4,-67.5,tropical storm,35,1003
268,269,Candice,1976,8,19,0,35.2,-66.4,tropical storm,40,996
269,270,Candice,1976,8,19,18,38.2,-64.0,tropical storm,40,999
270,271,Candice,1976,8,20,0,38.8,-63.7,tropical storm,35,1005
271,272,Candice,1976,8,20,6,39.7,-63.3,tropical storm,35,1005
272,273,Candice,1976,8,20,18,40.8,-61.0,tropical storm,40,997
273,274,Candice,1976,8,21,6,41.2,-59.3,hurricane,65,993
274,275,Candice,1976,8,21,12,41.0,-59.0,hurricane,65,989
275,276,Candice,1976,8,22,18,41.3,-56.4,hurricane,80,964
276,277,Candice,1976,8,23,18,44.4,-51.2,hurricane,80,971
277,278,Emmy,1976,8,20,12,14.0,-48.0,tropical depression,20,1012
278,279,Emmy,1976,8,21,12,14.4,-52.8,tropical depression,25,1012
279,280,Emmy,1976,8,22,0,15.2,-54.2,tropical depression,25,1010
280,281,Emmy,1976,8,22,6,15.8,-55.2,tropical depression,30,1009
281,282,Emmy,1976,8,22,12,16.2,-56.0,tropical storm,35,1006
282,283,Emmy,1976,8,22,18,17.0,-57.2,tropical storm,40,1004
283,284,Emmy,1976,8,23,6,18.6,-60.0,tropical storm,50,997
284,285,Emmy,1976,8,23,18,20.2,-62.0,tropical storm,55,996
285,286,Emmy,1976,8,24,0,21.3,-63.2,tropical storm,55,998
286,287,Emmy,1976,8,24,6,22.7,-64.0,tropical storm,55,999
287,288,Emmy,1976,8,24,12,23.8,-64.5,tropical storm,55,999
288,289,Emmy,1976,8,24,18,24.5,-64.8,tropical storm,60,995
289,290,Emmy,1976,8,25,6,26.0,-63.4,tropical storm,60,991
290,291,Emmy,1976,8,25,12,26.5,-62.1,hurricane,65,990
291,292,Emmy,1976,8,25,18,26.6,-60.4,hurricane,65,991
292,293,Emmy,1976,8,26,0,26.8,-59.0,hurricane,70,988
293,294,Emmy,1976,8,26,6,27.0,-57.8,hurricane,75,984
294,295,Emmy,1976,8,26,12,27.2,-56.2,hurricane,80,980
295,296,Emmy,1976,8,26,18,27.7,-54.8,hurricane,85,976
296,297,Emmy,1976,8,27,12,30.9,-53.7,hurricane,85,975
297,298,Emmy,1976,8,28,12,33.5,-56.6,hurricane,85,975
298,299,Emmy,1976,8,29,12,35.0,-56.8,hurricane,90,974
299,300,Emmy,1976,8,30,12,34.9,-52.0,hurricane,90,975
300,301,Emmy,1976,8,31,12,35.1,-44.9,hurricane,85,977
301,302,Emmy,1976,9,1,12,35.1,-36.6,hurricane,80,975
302,303,Emmy,1976,9,3,0,35.2,-28.7,hurricane,75,980
303,304,Emmy,1976,9,3,18,38.0,-27.2,hurricane,70,984
304,305,Emmy,1976,9,4,0,38.8,-26.8,hurricane,65,988
305,306,Emmy,1976,9,4,6,39.6,-25.8,hurricane,65,994
306,307,Emmy,1976,9,4,12,40.5,-25.0,extratropical,50,998
307,308,Emmy,1976,9,4,18,41.0,-24.0,extratropical,30,1002
308,309,Frances,1976,8,27,12,12.5,-37.5,tropical depression,25,1009
309,310,Frances,1976,8,28,18,14.7,-45.3,tropical storm,50,1002
310,311,Frances,1976,8,29,12,16.6,-49.6,tropical storm,50,998
311,312,Frances,1976,8,29,18,17.5,-50.5,tropical storm,60,994
312,313,Frances,1976,8,30,0,18.3,-51.6,hurricane,65,991
313,314,Frances,1976,8,30,18,20.2,-54.2,hurricane,65,987
314,315,Frances,1976,8,31,0,21.0,-54.9,hurricane,65,980
315,316,Frances,1976,8,31,12,23.1,-55.2,hurricane,75,975
316,317,Frances,1976,9,1,0,25.3,-54.9,hurricane,90,968
317,318,Frances,1976,9,1,6,26.3,-54.3,hurricane,100,963
318,319,Frances,1976,9,1,12,27.2,-53.7,hurricane,95,966
319,320,Frances,1976,9,4,0,32.0,-37.2,hurricane,65,992
320,321,Frances,1976,9,4,12,34.9,-34.1,extratropical,55,992
321,322,Frances,1976,9,6,18,41.9,-27.6,extratropical,45,998
322,323,Gloria,1976,9,26,12,23.0,-58.0,tropical depression,20,1009
323,324,Gloria,1976,9,26,18,23.7,-58.1,tropical depression,20,1007
324,325,Gloria,1976,9,27,0,24.3,-58.2,tropical depression,25,1005
325,326,Gloria,1976,9,27,6,24.9,-58.1,tropical depression,30,1001
326,327,Gloria,1976,9,27,12,25.7,-58.0,tropical storm,35,997
327,328,Gloria,1976,9,27,18,26.3,-58.0,tropical storm,45,994
328,329,Gloria,1976,9,28,0,27.0,-58.0,tropical storm,55,993
329,330,Gloria,1976,9,28,6,27.5,-58.2,tropical storm,60,992
330,331,Gloria,1976,9,28,12,27.8,-58.6,tropical storm,60,992
331,332,Gloria,1976,9,28,18,28.2,-59.0,tropical storm,60,991
332,333,Gloria,1976,9,29,0,28.6,-59.5,tropical storm,60,988
333,334,Gloria,1976,9,29,6,29.1,-59.8,hurricane,65,984
334,335,Gloria,1976,9,29,12,29.7,-60.2,hurricane,65,979
335,336,Gloria,1976,9,29,18,30.2,-60.3,hurricane,70,973
336,337,Gloria,1976,9,30,0,31.1,-60.2,hurricane,80,970
337,338,Gloria,1976,9,30,6,32.2,-59.8,hurricane,85,971
338,339,Gloria,1976,9,30,12,33.1,-58.8,hurricane,90,977
339,340,Gloria,1976,9,30,18,34.0,-57.5,hurricane,90,981
340,341,Gloria,1976,10,1,0,34.7,-56.1,hurricane,90,985
341,342,Gloria,1976,10,1,6,35.3,-54.8,hurricane,85,988
342,343,Gloria,1976,10,1,12,35.7,-53.7,hurricane,80,990
343,344,Gloria,1976,10,1,18,36.1,-52.6,hurricane,75,992
344,345,Gloria,1976,10,2,0,36.4,-51.7,hurricane,70,993
345,346,Gloria,1976,10,2,6,36.6,-50.8,tropical storm,60,994
346,347,Gloria,1976,10,2,12,36.8,-49.9,tropical storm,60,995
347,348,Gloria,1976,10,2,18,36.9,-49.0,tropical storm,55,996
348,349,Gloria,1976,10,3,0,36.8,-48.3,tropical storm,50,997
349,350,Gloria,1976,10,3,6,36.4,-47.6,tropical storm,45,998
350,351,Gloria,1976,10,3,12,36.2,-46.9,tropical storm,40,999
351,352,Gloria,1976,10,3,18,35.8,-45.8,tropical storm,40,1001
352,353,Gloria,1976,10,4,0,35.7,-44.6,tropical storm,35,1002
353,354,Gloria,1976,10,4,6,36.0,-43.0,tropical depression,30,1003
354,355,Gloria,1976,10,4,12,36.5,-41.4,tropical depression,30,1005
355,356,Gloria,1976,10,4,18,37.4,-38.7,tropical depression,30,1006
356,357,Gloria,1976,10,5,0,39.0,-35.0,extratropical,30,1008
357,358,Holly,1976,10,22,18,19.1,-55.8,tropical depression,25,1006
358,359,Holly,1976,10,23,18,22.5,-58.0,tropical storm,35,1002
359,360,Holly,1976,10,24,6,24.2,-58.2,tropical storm,45,995
360,361,Holly,1976,10,24,12,24.9,-58.1,hurricane,65,990
361,362,Holly,1976,10,25,0,27.2,-57.5,hurricane,65,995
362,363,Holly,1976,10,25,12,30.4,-55.7,tropical storm,50,1000
363,364,Holly,1976,10,29,0,46.5,-30.0,extratropical,35,1000
364,365,Anita,1977,8,29,12,26.9,-88.4,tropical depression,20,1012
365,366,Anita,1977,8,29,18,27.0,-88.9,tropical depression,25,1010
366,367,Anita,1977,8,30,0,26.9,-89.4,tropical depression,30,1009
367,368,Anita,1977,8,30,6,26.8,-89.8,tropical storm,40,1006
368,369,Anita,1977,8,30,12,26.7,-90.3,tropical storm,50,1003
369,370,Anita,1977,8,30,18,26.5,-90.6,hurricane,65,997
370,371,Anita,1977,8,31,0,26.4,-91.0,hurricane,70,991
371,372,Anita,1977,8,31,6,26.3,-91.4,hurricane,75,988
372,373,Anita,1977,8,31,12,26.2,-91.8,hurricane,75,986
373,374,Anita,1977,8,31,18,26.1,-92.3,hurricane,80,985
374,375,Anita,1977,9,1,0,25.9,-92.8,hurricane,80,979
375,376,Anita,1977,9,1,6,25.8,-93.7,hurricane,85,972
376,377,Anita,1977,9,1,12,25.5,-94.7,hurricane,90,963
377,378,Anita,1977,9,1,18,25.2,-95.5,hurricane,110,945
378,379,Anita,1977,9,2,0,24.6,-96.2,hurricane,140,931
379,380,Anita,1977,9,2,6,24.2,-97.1,hurricane,150,926
