,Unnamed: 0,name,year,month,day,hour,lat,long,wind,pressure,status_disturbance,status_extratropical,status_hurricane,status_other low,status_subtropical depression,status_subtropical storm,status_tropical depression,status_tropical storm,status_tropical wave
76,77,Caroline,1975,8,30,18,23.8,-96.3,70,987,0,0,1,0,0,0,0,0,0
77,78,Caroline,1975,8,31,0,24.0,-97.0,100,973,0,0,1,0,0,0,0,0,0
78,79,Caroline,1975,8,31,6,24.1,-97.5,100,963,0,0,1,0,0,0,0,0,0
79,80,Caroline,1975,8,31,12,24.3,-97.8,90,963,0,0,1,0,0,0,0,0,0
80,81,Caroline,1975,8,31,18,24.8,-98.0,55,993,0,0,0,0,0,0,0,1,0
81,82,Caroline,1975,9,1,0,25.1,-98.3,30,1000,0,0,0,0,0,0,1,0,0
82,83,Caroline,1975,9,1,6,25.2,-98.7,20,1002,0,0,0,0,0,0,1,0,0
83,84,Caroline,1975,9,1,12,25.3,-99.0,20,1002,0,0,0,0,0,0,1,0,0
84,85,Doris,1975,8,28,12,33.3,-46.3,35,1005,0,0,0,0,0,1,0,0,0
85,86,Doris,1975,8,28,18,33.6,-47.5,40,1005,0,0,0,0,0,1,0,0,0
86,87,Doris,1975,8,29,0,34.5,-48.1,40,1005,0,0,0,0,0,1,0,0,0
87,88,Doris,1975,8,29,6,34.7,-48.5,45,1005,0,0,0,0,0,1,0,0,0
88,89,Doris,1975,8,29,12,34.9,-48.9,45,1005,0,0,0,0,0,0,0,1,0
89,90,Doris,1975,8,29,18,35.2,-49.1,50,1000,0,0,0,0,0,0,0,1,0
90,91,Doris,1975,8,30,0,35.3,-48.9,55,997,0,0,0,0,0,0,0,1,0
91,92,Doris,1975,8,30,6,35.3,-48.5,55,997,0,0,0,0,0,0,0,1,0
92,93,Doris,1975,8,30,12,35.3,-48.0,55,997,0,0,0,0,0,0,0,1,0
93,94,Doris,1975,8,30,18,35.0,-47.1,55,997,0,0,0,0,0,0,0,1,0
94,95,Doris,1975,8,31,0,34.9,-46.3,65,990,0,0,1,0,0,0,0,0,0
95,96,Doris,1975,8,31,6,34.8,-45.7,65,990,0,0,1,0,0,0,0,0,0
96,97,Doris,1975,8,31,12,34.7,-45.2,70,990,0,0,1,0,0,0,0,0,0
97,98,Doris,1975,8,31,18,34.6,-44.9,70,990,0,0,1,0,0,0,0,0,0
98,99,Doris,1975,9,1,0,34.5,-44.6,75,984,0,0,1,0,0,0,0,0,0
99,100,Doris,1975,9,1,6,34.6,-44.2,75,984,0,0,1,0,0,0,0,0,0
100,101,Doris,1975,9,1,12,34.9,-44.0,75,984,0,0,1,0,0,0,0,0,0
101,102,Doris,1975,9,1,18,35.4,-44.0,75,984,0,0,1,0,0,0,0,0,0
102,103,Doris,1975,9,2,0,35.8,-44.4,90,970,0,0,1,0,0,0,0,0,0
103,104,Doris,1975,9,2,6,36.4,-44.5,95,965,0,0,1,0,0,0,0,0,0
104,105,Doris,1975,9,2,12,37.0,-44.3,95,965,0,0,1,0,0,0,0,0,0
105,106,Doris,1975,9,2,18,37.7,-44.2,95,965,0,0,1,0,0,0,0,0,0
106,107,Doris,1975,9,3,0,38.4,-43.8,95,965,0,0,1,0,0,0,0,0,0
107,108,Doris,1975,9,3,6,39.7,-43.6,95,965,0,0,1,0,0,0,0,0,0
108,109,Doris,1975,9,3,12,41.1,-43.0,95,965,0,0,1,0,0,0,0,0,0
109,110,Doris,1975,9,3,18,42.0,-42.5,90,970,0,0,1,0,0,0,0,0,0
110,111,Doris,1975,9,4,0,42.8,-42.0,60,995,0,0,0,0,0,0,0,1,0
111,112,Doris,1975,9,4,6,43.2,-41.4,45,1005,0,1,0,0,0,0,0,0,0
112,113,Doris,1975,9,4,12,43.5,-40.7,45,1005,0,1,0,0,0,0,0,0,0
113,114,Eloise,1975,9,13,12,17.6,-55.2,25,1009,0,0,0,0,0,0,1,0,0
114,115,Eloise,1975,9,13,18,17.7,-56.3,25,1009,0,0,0,0,0,0,1,0,0
115,116,Eloise,1975,9,14,0,17.8,-57.3,25,1009,0,0,0,0,0,0,1,0,0
116,117,Eloise,1975,9,14,6,17.9,-58.3,25,1009,0,0,0,0,0,0,1,0,0
117,118,Eloise,1975,9,14,12,18.0,-59.4,25,1009,0,0,0,0,0,0,1,0,0
118,119,Eloise,1975,9,14,18,18.1,-60.5,25,1009,0,0,0,0,0,0,1,0,0
119,120,Eloise,1975,9,15,0,18.3,-61.7,25,1009,0,0,0,0,0,0,1,0,0
120,121,Eloise,1975,9,15,6,18.5,-62.8,25,1009,0,0,0,0,0,0,1,0,0
121,122,Eloise,1975,9,15,12,18.8,-63.8,30,1007,0,0,0,0,0,0,1,0,0
122,123,Eloise,1975,9,15,18,18.9,-64.8,30,1007,0,0,0,0,0,0,1,0,0
123,124,Eloise,1975,9,16,0,19.0,-65.6,35,1007,0,0,0,0,0,0,0,1,0
124,125,Eloise,1975,9,16,6,19.2,-66.7,45,1007,0,0,0,0,0,0,0,1,0
125,126,Eloise,1975,9,16,12,19.4,-67.5,55,1002,0,0,0,0,0,0,0,1,0
126,127,Eloise,1975,9,16,18,19.5,-68.4,65,1002,0,0,1,0,0,0,0,0,0
127,128,Eloise,1975,9,17,0,19.6,-69.2,65,997,0,0,1,0,0,0,0,0,0
128,129,Eloise,1975,9,17,6,19.7,-70.2,60,1000,0,0,0,0,0,0,0,1,0
129,130,Eloise,1975,9,17,12,19.7,-71.2,55,1000,0,0,0,0,0,0,0,1,0
130,131,Eloise,1975,9,17,18,19.8,-72.2,50,1000,0,0,0,0,0,0,0,1,0
131,132,Eloise,1975,9,18,0,19.9,-73.3,45,1000,0,0,0,0,0,0,0,1,0
132,133,Eloise,1975,9,18,6,19.9,-74.5,45,1000,0,0,0,0,0,0,0,1,0
133,134,Eloise,1975,9,18,12,19.9,-75.7,40,1000,0,0,0,0,0,0,0,1,0
134,135,Eloise,1975,9,18,18,20.0,-77.0,40,1000,0,0,0,0,0,0,0,1,0
135,136,Eloise,1975,9,19,0,20.0,-78.2,35,1000,0,0,0,0,0,0,0,1,0
136,137,Eloise,1975,9,19,6,19.9,-79.1,35,1000,0,0,0,0,0,0,0,1,0
137,138,Eloise,1975,9,19,12,19.9,-79.8,35,1000,0,0,0,0,0,0,0,1,0
138,139,Eloise,1975,9,19,18,19.8,-81.0,35,1000,0,0,0,0,0,0,0,1,0
139,140,Eloise,1975,9,20,0,19.8,-82.2,35,1000,0,0,0,0,0,0,0,1,0
140,141,Eloise,1975,9,20,6,19.8,-83.4,35,1000,0,0,0,0,0,0,0,1,0
141,142,Eloise,1975,9,20,12,19.9,-84.6,35,1006,0,0,0,0,0,0,0,1,0
142,143,Eloise,1975,9,20,18,20.0,-85.5,35,1006,0,0,0,0,0,0,0,1,0
143,144,Eloise,1975,9,21,0,20.2,-86.4,40,1001,0,0,0,0,0,0,0,1,0
144,145,Eloise,1975,9,21,6,20.8,-87.1,45,1001,0,0,0,0,0,0,0,1,0
145,146,Eloise,1975,9,21,12,21.4,-87.8,50,1001,0,0,0,0,0,0,0,1,0
146,147,Eloise,1975,9,21,18,22.4,-88.5,55,995,0,0,0,0,0,0,0,1,0
147,148,Eloise,1975,9,22,0,23.6,-88.9,60,995,0,0,0,0,0,0,0,1,0
148,149,Eloise,1975,9,22,6,24.8,-89.4,65,993,0,0,1,0,0,0,0,0,0
149,150,Eloise,1975,9,22,12,25.8,-89.5,75,986,0,0,1,0,0,0,0,0,0
150,151,Eloise,1975,9,22,18,26.5,-89.4,85,980,0,0,1,0,0,0,0,0,0
151,152,Eloise,1975,9,23,0,27.3,-88.5,95,968,0,0,1,0,0,0,0,0,0
152,153,Eloise,1975,9,23,6,28.4,-87.3,105,958,0,0,1,0,0,0,0,0,0
153,154,Eloise,1975,9,23,12,30.2,-86.3,110,955,0,0,1,0,0,0,0,0,0
154,155,Eloise,1975,9,23,18,33.0,-85.7,55,982,0,0,0,0,0,0,0,1,0
155,156,Eloise,1975,9,24,0,35.5,-84.3,30,999,0,0,0,0,0,0,1,0,0
156,157,Eloise,1975,9,24,6,36.5,-83.5,20,1004,0,1,0,0,0,0,0,0,0
157,158,Eloise,1975,9,24,12,37.0,-82.5,20,1004,0,1,0,0,0,0,0,0,0
158,159,Eloise,1975,9,24,18,37.5,-81.5,20,1004,0,1,0,0,0,0,0,0,0
159,160,Faye,1975,9,24,18,23.0,-56.9,25,1005,0,0,0,0,0,0,1,0,0
160,161,Faye,1975,9,25,0,23.8,-57.2,30,1005,0,0,0,0,0,0,1,0,0
161,162,Faye,1975,9,25,6,24.2,-58.1,35,1005,0,0,0,0,0,0,0,1,0
162,163,Faye,1975,9,25,12,24.8,-58.8,45,999,0,0,0,0,0,0,0,1,0
163,164,Faye,1975,9,25,18,25.5,-59.4,60,993,0,0,0,0,0,0,0,1,0
164,165,Faye,1975,9,26,0,26.5,-60.0,65,990,0,0,1,0,0,0,0,0,0
165,166,Faye,1975,9,26,6,27.9,-60.9,70,988,0,0,1,0,0,0,0,0,0
166,167,Faye,1975,9,26,12,29.6,-62.0,75,985,0,0,1,0,0,0,0,0,0
167,168,Faye,1975,9,26,18,31.0,-63.1,85,985,0,0,1,0,0,0,0,0,0
168,169,Faye,1975,9,27,0,32.7,-64.2,90,985,0,0,1,0,0,0,0,0,0
169,170,Faye,1975,9,27,6,34.4,-65.2,90,979,0,0,1,0,0,0,0,0,0
170,171,Faye,1975,9,27,12,36.1,-65.7,90,982,0,0,1,0,0,0,0,0,0
171,172,Faye,1975,9,27,18,37.4,-65.0,90,985,0,0,1,0,0,0,0,0,0
172,173,Faye,1975,9,28,0,38.4,-63.7,85,985,0,0,1,0,0,0,0,0,0
173,174,Faye,1975,9,28,6,39.8,-60.5,80,985,0,0,1,0,0,0,0,0,0
174,175,Faye,1975,9,28,12,41.0,-57.1,75,979,0,0,1,0,0,0,0,0,0
175,176,Faye,1975,9,28,18,42.3,-52.0,75,977,0,0,1,0,0,0,0,0,0
176,177,Faye,1975,9,29,0,42.8,-46.0,70,977,0,0,1,0,0,0,0,0,0
177,178,Faye,1975,9,29,6,42.9,-40.0,65,977,0,0,1,0,0,0,0,0,0
178,179,Gladys,1975,9,22,18,10.3,-34.8,25,1012,0,0,0,0,0,0,1,0,0
179,180,Gladys,1975,9,23,0,10.6,-35.8,25,1012,0,0,0,0,0,0,1,0,0
180,181,Gladys,1975,9,23,6,11.0,-36.7,25,1012,0,0,0,0,0,0,1,0,0
181,182,Gladys,1975,9,23,12,11.4,-37.4,25,1012,0,0,0,0,0,0,1,0,0
182,183,Gladys,1975,9,23,18,11.7,-38.2,30,1010,0,0,0,0,0,0,1,0,0
183,184,Gladys,1975,9,24,0,12.1,-38.8,30,1010,0,0,0,0,0,0,1,0,0
184,185,Gladys,1975,9,24,6,12.4,-39.6,30,1010,0,0,0,0,0,0,1,0,0
185,186,Gladys,1975,9,24,12,12.9,-40.0,30,1010,0,0,0,0,0,0,1,0,0
186,187,Gladys,1975,9,24,18,13.5,-40.4,35,1005,0,0,0,0,0,0,0,1,0
187,188,Gladys,1975,9,25,0,14.2,-41.0,40,1005,0,0,0,0,0,0,0,1,0
188,189,Gladys,1975,9,25,6,14.8,-42.0,50,1000,0,0,0,0,0,0,0,1,0
189,190,Gladys,1975,9,25,12,15.4,-43.0,60,1000,0,0,0,0,0,0,0,1,0
190,191,Gladys,1975,9,25,18,15.8,-44.0,65,990,0,0,1,0,0,0,0,0,0
191,192,Gladys,1975,9,26,0,16.2,-45.0,65,990,0,0,1,0,0,0,0,0,0
192,193,Gladys,1975,9,26,6,16.4,-46.1,65,990,0,0,1,0,0,0,0,0,0
193,194,Gladys,1975,9,26,12,16.6,-47.7,65,990,0,0,1,0,0,0,0,0,0
194,195,Gladys,1975,9,26,18,16.8,-49.3,65,990,0,0,1,0,0,0,0,0,0
195,196,Gladys,1975,9,27,0,17.1,-50.7,65,990,0,0,1,0,0,0,0,0,0
196,197,Gladys,1975,9,27,6,17.6,-52.2,65,990,0,0,1,0,0,0,0,0,0
197,198,Gladys,1975,9,27,12,18.2,-53.7,65,990,0,0,1,0,0,0,0,0,0
198,199,Gladys,1975,9,27,18,18.8,-55.1,65,990,0,0,1,0,0,0,0,0,0
199,200,Gladys,1975,9,28,0,19.4,-56.4,65,992,0,0,1,0,0,0,0,0,0
200,201,Gladys,1975,9,28,6,19.6,-57.4,65,992,0,0,1,0,0,0,0,0,0
201,202,Gladys,1975,9,28,12,19.8,-58.2,65,1000,0,0,1,0,0,0,0,0,0
202,203,Gladys,1975,9,28,18,20.3,-59.3,65,998,0,0,1,0,0,0,0,0,0
203,204,Gladys,1975,9,29,0,21.2,-60.3,65,995,0,0,1,0,0,0,0,0,0
204,205,Gladys,1975,9,29,6,22.1,-61.4,70,990,0,0,1,0,0,0,0,0,0
205,206,Gladys,1975,9,29,12,23.0,-62.6,70,990,0,0,1,0,0,0,0,0,0
206,207,Gladys,1975,9,29,18,23.6,-63.9,75,985,0,0,1,0,0,0,0,0,0
207,208,Gladys,1975,9,30,0,24.1,-65.2,80,975,0,0,1,0,0,0,0,0,0
208,209,Gladys,1975,9,30,6,24.6,-66.5,80,975,0,0,1,0,0,0,0,0,0
209,210,Gladys,1975,9,30,12,25.1,-67.9,80,975,0,0,1,0,0,0,0,0,0
210,211,Gladys,1975,9,30,18,25.6,-69.3,80,975,0,0,1,0,0,0,0,0,0
211,212,Gladys,1975,10,1,0,26.1,-70.6,80,975,0,0,1,0,0,0,0,0,0
212,213,Gladys,1975,10,1,6,26.8,-71.7,80,975,0,0,1,0,0,0,0,0,0
213,214,Gladys,1975,10,1,12,27.9,-72.4,80,975,0,0,1,0,0,0,0,0,0
214,215,Gladys,1975,10,1,18,29.4,-73.0,90,969,0,0,1,0,0,0,0,0,0
215,216,Gladys,1975,10,2,0,31.0,-73.0,100,954,0,0,1,0,0,0,0,0,0
216,217,Gladys,1975,10,2,6,32.9,-72.1,110,942,0,0,1,0,0,0,0,0,0
217,218,Gladys,1975,10,2,12,35.3,-69.8,120,939,0,0,1,0,0,0,0,0,0
218,219,Gladys,1975,10,2,18,37.8,-67.0,120,939,0,0,1,0,0,0,0,0,0
219,220,Gladys,1975,10,3,0,40.8,-62.6,110,950,0,0,1,0,0,0,0,0,0
220,221,Gladys,1975,10,3,6,43.7,-57.0,85,960,0,0,1,0,0,0,0,0,0
221,222,Gladys,1975,10,3,12,46.6,-50.6,85,960,0,0,1,0,0,0,0,0,0
222,223,Gladys,1975,10,3,18,50.5,-45.5,75,975,0,1,0,0,0,0,0,0,0
223,224,Gladys,1975,10,4,0,55.0,-40.0,65,980,0,1,0,0,0,0,0,0,0
224,225,Hallie,1975,10,24,18,29.1,-79.3,30,1006,0,0,0,0,1,0,0,0,0
225,226,Hallie,1975,10,25,0,28.8,-79.0,30,1006,0,0,0,0,1,0,0,0,0
226,227,Hallie,1975,10,25,6,29.4,-79.4,30,1006,0,0,0,0,1,0,0,0,0
227,228,Hallie,1975,10,25,12,30.0,-79.7,30,1006,0,0,0,0,1,0,0,0,0
228,229,Hallie,1975,10,25,18,30.2,-79.8,30,1006,0,0,0,0,1,0,0,0,0
229,230,Hallie,1975,10,26,0,30.5,-79.9,30,1006,0,0,0,0,1,0,0,0,0
230,231,Hallie,1975,10,26,6,30.9,-80.1,30,1006,0,0,0,0,0,0,1,0,0
231,232,Hallie,1975,10,26,12,31.8,-79.6,30,1005,0,0,0,0,0,0,1,0,0
232,233,Hallie,1975,10,26,18,32.5,-78.7,35,1003,0,0,0,0,0,0,0,1,0
233,234,Hallie,1975,10,27,0,33.5,-77.5,45,1002,0,0,0,0,0,0,0,1,0
234,235,Hallie,1975,10,27,6,34.5,-75.5,45,1002,0,0,0,0,0,0,0,1,0
235,236,Hallie,1975,10,27,12,35.7,-73.8,45,1004,0,0,0,0,0,0,0,1,0
236,237,Hallie,1975,10,27,18,36.4,-72.6,40,1006,0,1,0,0,0,0,0,0,0
237,238,Hallie,1975,10,28,0,36.9,-71.4,35,1008,0,1,0,0,0,0,0,0,0
238,239,Belle,1976,8,6,6,26.0,-72.8,25,1012,0,0,0,0,0,0,1,0,0
239,240,Belle,1976,8,6,12,26.3,-73.0,25,1012,0,0,0,0,0,0,1,0,0
240,241,Belle,1976,8,6,18,26.0,-73.4,30,1009,0,0,0,0,0,0,1,0,0
241,242,Belle,1976,8,7,0,25.6,-73.2,40,1005,0,0,0,0,0,0,0,1,0
242,243,Belle,1976,8,7,6,26.0,-73.2,45,1000,0,0,0,0,0,0,0,1,0
243,244,Belle,1976,8,7,12,26.2,-73.7,55,993,0,0,0,0,0,0,0,1,0
244,245,Belle,1976,8,7,18,26.6,-74.2,70,985,0,0,1,0,0,0,0,0,0
245,246,Belle,1976,8,8,0,26.9,-74.6,80,972,0,0,1,0,0,0,0,0,0
246,247,Belle,1976,8,8,6,27.4,-75.1,90,962,0,0,1,0,0,0,0,0,0
247,248,Belle,1976,8,8,12,28.1,-75.1,95,959,0,0,1,0,0,0,0,0,0
248,249,Belle,1976,8,8,18,29.5,-75.3,100,958,0,0,1,0,0,0,0,0,0
249,250,Belle,1976,8,9,0,30.9,-75.3,105,957,0,0,1,0,0,0,0,0,0
250,251,Belle,1976,8,9,6,32.5,-75.2,105,959,0,0,1,0,0,0,0,0,0
251,252,Belle,1976,8,9,12,34.4,-74.7,95,963,0,0,1,0,0,0,0,0,0
252,253,Belle,1976,8,9,18,36.6,-74.2,90,970,0,0,1,0,0,0,0,0,0
253,254,Belle,1976,8,10,0,38.8,-73.8,80,977,0,0,1,0,0,0,0,0,0
254,255,Belle,1976,8,10,6,41.0,-73.2,60,983,0,0,0,0,0,0,0,1,0
255,256,Belle,1976,8,10,12,42.6,-72.4,35,992,0,0,0,0,0,0,0,1,0
256,257,Dottie,1976,8,18,0,26.0,-84.0,20,1010,0,0,0,0,0,0,1,0,0
257,258,Dottie,1976,8,18,12,24.7,-82.7,20,1009,0,0,0,0,0,0,1,0,0
258,259,Dottie,1976,8,19,6,24.8,-82.0,30,1003,0,0,0,0,0,0,1,0,0
259,260,Dottie,1976,8,19,18,26.6,-80.1,35,1006,0,0,0,0,0,0,0,1,0
260,261,Dottie,1976,8,20,6,29.6,-80.0,45,996,0,0,0,0,0,0,0,1,0
261,262,Dottie,1976,8,20,12,30.6,-80.0,40,999,0,0,0,0,0,0,0,1,0
262,263,Dottie,1976,8,20,18,32.0,-80.0,35,1005,0,0,0,0,0,0,0,1,0
263,264,Dottie,1976,8,21,0,33.0,-80.0,35,1005,0,0,0,0,0,0,0,1,0
264,265,Dottie,1976,8,21,6,33.3,-80.0,25,1010,0,0,0,0,0,0,1,0,0
265,266,Dottie,1976,8,21,12,33.5,-80.0,20,1015,0,0,0,0,0,0,1,0,0
266,267,Candice,1976,8,18,12,31.7,-68.2,30,1007,0,0,0,0,0,0,1,0,0
267,268,Candice,1976,8,18,18,33.4,-67.5,35,1003,0,0,0,0,0,0,0,1,0
268,269,Candice,1976,8,19,0,35.2,-66.4,40,996,0,0,0,0,0,0,0,1,0
269,270,Candice,1976,8,19,18,38.2,-64.0,40,999,0,0,0,0,0,0,0,1,0
270,271,Candice,1976,8,20,0,38.8,-63.7,35,1005,0,0,0,0,0,0,0,1,0
271,272,Candice,1976,8,20,6,39.7,-63.3,35,1005,0,0,0,0,0,0,0,1,0
272,273,Candice,1976,8,20,18,40.8,-61.0,40,997,0,0,0,0,0,0,0,1,0
273,274,Candice,1976,8,21,6,41.2,-59.3,65,993,0,0,1,0,0,0,0,0,0
274,275,Candice,1976,8,21,12,41.0,-59.0,65,989,0,0,1,0,0,0,0,0,0
275,276,Candice,1976,8,22,18,41.3,-56.4,80,964,0,0,1,0,0,0,0,0,0
276,277,Candice,1976,8,23,18,44.4,-51.2,80,971,0,0,1,0,0,0,0,0,0
277,278,Emmy,1976,8,20,12,14.0,-48.0,20,1012,0,0,0,0,0,0,1,0,0
278,279,Emmy,1976,8,21,12,14.4,-52.8,25,1012,0,0,0,0,0,0,1,0,0
279,280,Emmy,1976,8,22,0,15.2,-54.2,25,1010,0,0,0,0,0,0,1,0,0
